mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_tfidf__max_df;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;split3_test_score;split3_train_score;split4_test_score;split4_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
24.720666360855102;3.922001075744629;-0.06658698431883354;-0.05762385838216809;0.8;{'tfidf__max_df': 0.80000000000000004};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;0.8352076020176608;0.6785142608830412;0.0014275134968305128;0.00041240031340090115
25.398670864105224;3.6536765098571777;-0.06658698431883354;-0.05762385838216809;0.810526315789;{'tfidf__max_df': 0.81052631578947376};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;0.8407116823031036;0.9784682969444572;0.0014275134968305128;0.00041240031340090115
25.428012132644653;4.385552310943604;-0.06658698431883354;-0.05762385838216809;0.821052631579;{'tfidf__max_df': 0.82105263157894737};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.6469737610076953;1.4400546103929628;0.0014275134968305128;0.00041240031340090115
25.127532148361205;3.9079819679260255;-0.06658698431883354;-0.05762385838216809;0.831578947368;{'tfidf__max_df': 0.83157894736842108};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;0.6936875785660361;0.8186474487900969;0.0014275134968305128;0.00041240031340090115
25.485907793045044;4.223261880874634;-0.06658698431883354;-0.05762385838216809;0.842105263158;{'tfidf__max_df': 0.8421052631578948};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.271120153501435;1.144096588392747;0.0014275134968305128;0.00041240031340090115
24.057592821121215;4.978218936920166;-0.06658698431883354;-0.05762385838216809;0.852631578947;{'tfidf__max_df': 0.85263157894736841};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;2.0831046736203205;1.8252845456667401;0.0014275134968305128;0.00041240031340090115
24.890123224258424;4.8097107887268065;-0.06658698431883354;-0.05762385838216809;0.863157894737;{'tfidf__max_df': 0.86315789473684212};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;2.082555951344106;2.1429948493061675;0.0014275134968305128;0.00041240031340090115
25.372718000411986;4.185890483856201;-0.06658698431883354;-0.05762385838216809;0.873684210526;{'tfidf__max_df': 0.87368421052631584};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.5791042281670462;1.569996861148899;0.0014275134968305128;0.00041240031340090115
24.610102891921997;3.8926132678985597;-0.06658698431883354;-0.05762385838216809;0.884210526316;{'tfidf__max_df': 0.88421052631578956};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.3549763281050193;1.1373154785192432;0.0014275134968305128;0.00041240031340090115
25.698253393173218;4.330087375640869;-0.06658698431883354;-0.05762385838216809;0.894736842105;{'tfidf__max_df': 0.89473684210526316};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.3945578099581584;1.5627676712098288;0.0014275134968305128;0.00041240031340090115
27.768871974945068;4.301930665969849;-0.06658698431883354;-0.05762385838216809;0.905263157895;{'tfidf__max_df': 0.90526315789473688};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.1895138227412723;1.208679202244516;0.0014275134968305128;0.00041240031340090115
26.900731563568115;4.920299005508423;-0.06658698431883354;-0.05762385838216809;0.915789473684;{'tfidf__max_df': 0.91578947368421049};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;1.6949419662343306;1.4536659195830732;0.0014275134968305128;0.00041240031340090115
26.582771492004394;4.248507928848267;-0.06658698431883354;-0.05762385838216809;0.926315789474;{'tfidf__max_df': 0.9263157894736842};1;-0.06807903421243547;-0.05711830620418422;-0.06822473117188853;-0.05724003055695857;-0.06480456040828567;-0.05820920411083382;-0.06514007938200068;-0.05794707021310772;-0.0666864214656313;-0.05760468082575614;0.9002671354016738;1.128182802003823;0.0014275134968305128;0.00041240031340090115
